# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
positive regulation of transcription by RNA polymerase II(GO:0045944)	16990, 43, 1179, 7	2.346	0.12105667359	0.562639027459	1179
aspartate metabolic process(GO:0006531)	16990, 0, 11, 0	0.0	1.0	1.0	11
lymphocyte differentiation(GO:0030098)	16990, 2, 200, 1	42.475	0.0759525488221	0.492306825274	200
response to fungus(GO:0009620)	16990, 0, 44, 0	0.0	1.0	1.0	44
positive regulation of translational initiation(GO:0045948)	16990, 128, 30, 1	4.424	0.20390319366	0.722083868847	30
hydrogen peroxide metabolic process(GO:0042743)	16990, 150, 38, 1	2.981	0.286362389828	0.870105775703	38
thalamus development(GO:0021794)	16990, 0, 13, 0	0.0	1.0	1.0	13
potassium ion import across plasma membrane(GO:1990573)	16990, 0, 41, 0	0.0	1.0	1.0	41
response to extracellular stimulus(GO:0009991)	16990, 112, 476, 7	2.231	0.136347161386	0.596585393692	476
regulation of Rac protein signal transduction(GO:0035020)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of viral release from host cell(GO:1902188)	16990, 122, 15, 1	9.284	0.102824950108	0.536429511953	15
mitochondrial fission(GO:0000266)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of viral release from host cell(GO:1902186)	16990, 122, 31, 1	4.492	0.201619956502	0.719964358407	31
placenta blood vessel development(GO:0060674)	16990, 99, 30, 2	11.441	0.0242517442715	0.331288363593	30
regulation of single stranded viral RNA replication via double stranded DNA intermediate(GO:0045091)	16990, 0, 14, 0	0.0	1.0	1.0	14
nucleic acid phosphodiester bond hydrolysis(GO:0090305)	16990, 0, 278, 0	0.0	1.0	1.0	278
negative regulation of cell cycle process(GO:0010948)	16990, 0, 269, 0	0.0	1.0	1.0	269
mitotic spindle assembly(GO:0090307)	16990, 0, 28, 0	0.0	1.0	1.0	28
positive regulation of cellular component biogenesis(GO:0044089)	16990, 23, 504, 3	4.397	0.0997984907451	0.533352950798	504
myoblast fusion(GO:0007520)	16990, 0, 19, 0	0.0	1.0	1.0	19
negative regulation of protein modification process(GO:0031400)	16990, 60, 571, 4	1.984	0.375958865976	1.0	571
nuclear pore organization(GO:0006999)	16990, 61, 14, 1	19.895	0.0516015911045	0.428021335662	14
detoxification(GO:0098754)	16990, 132, 118, 1	1.091	0.606960334014	1.0	118
regulation of peroxisome proliferator activated receptor signaling pathway(GO:0035358)	16990, 0, 14, 0	0.0	1.0	1.0	14
peptidyl-glutamic acid modification(GO:0018200)	16990, 0, 30, 0	0.0	1.0	1.0	30
intracellular receptor signaling pathway(GO:0030522)	16990, 99, 173, 5	4.96	0.0111140175079	0.242963987028	173
intracellular estrogen receptor signaling pathway(GO:0030520)	16990, 0, 20, 0	0.0	1.0	1.0	20
protein activation cascade(GO:0072376)	16990, 0, 27, 0	0.0	1.0	1.0	27
detection of mechanical stimulus(GO:0050982)	16990, 106, 43, 2	7.455	0.052304075165	0.428021335662	43
regulation of renal system process(GO:0098801)	16990, 0, 32, 0	0.0	1.0	1.0	32
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway(GO:2001267)	16990, 0, 17, 0	0.0	1.0	1.0	17
glycolipid catabolic process(GO:0019377)	16990, 0, 15, 0	0.0	1.0	1.0	15
autophagosome maturation(GO:0097352)	16990, 92, 29, 2	12.736	0.0202504824876	0.299707140817	29
regulation of protein exit from endoplasmic reticulum(GO:0070861)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis(GO:1903587)	16990, 0, 13, 0	0.0	1.0	1.0	13
tRNA modification(GO:0006400)	16990, 0, 85, 0	0.0	1.0	1.0	85
RNA catabolic process(GO:0006401)	16990, 8, 238, 1	8.923	0.247008699745	0.803628807103	238
purine-containing compound salvage(GO:0043101)	16990, 0, 15, 0	0.0	1.0	1.0	15
RNA export from nucleus(GO:0006405)	16990, 61, 126, 1	2.211	0.462168166619	1.0	126
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway(GO:2001269)	16990, 0, 11, 0	0.0	1.0	1.0	11
osteoclast differentiation(GO:0030316)	16990, 0, 31, 0	0.0	1.0	1.0	31
T cell apoptotic process(GO:0070231)	16990, 0, 13, 0	0.0	1.0	1.0	13
multivesicular body organization(GO:0036257)	16990, 76, 31, 1	7.211	0.137652660063	0.599193932037	31
positive regulation of double-strand break repair via nonhomologous end joining(GO:2001034)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of skeletal muscle fiber development(GO:0048742)	16990, 0, 11, 0	0.0	1.0	1.0	11
smooth muscle tissue development(GO:0048745)	16990, 0, 14, 0	0.0	1.0	1.0	14
aminoacyl-tRNA metabolism involved in translational fidelity(GO:0106074)	16990, 0, 12, 0	0.0	1.0	1.0	12
muscle fiber development(GO:0048747)	16990, 122, 58, 1	2.401	0.34563936637	0.971668820714	58
positive regulation of protein localization to cell periphery(GO:1904377)	16990, 124, 62, 1	2.21	0.36897434288	1.0	62
IRE1-mediated unfolded protein response(GO:0036498)	16990, 0, 55, 0	0.0	1.0	1.0	55
PERK-mediated unfolded protein response(GO:0036499)	16990, 43, 12, 1	32.926	0.0325689093061	0.366019751781	12
regulation of reactive oxygen species metabolic process(GO:2000377)	16990, 132, 170, 6	4.543	0.00756884871506	0.198146312997	170
pyrimidine ribonucleoside monophosphate biosynthetic process(GO:0009174)	16990, 0, 11, 0	0.0	1.0	1.0	11
biomineral tissue development(GO:0031214)	16990, 13, 89, 1	14.685	0.128871692009	0.579510858594	89
T cell activation involved in immune response(GO:0002286)	16990, 76, 50, 1	4.471	0.218886127945	0.751493415716	50
negative regulation of B cell activation(GO:0050869)	16990, 78, 30, 1	7.261	0.136003881127	0.596585393692	30
protein localization to lysosome(GO:0061462)	16990, 112, 36, 1	4.214	0.214915814755	0.74584781311	36
mammary gland epithelial cell differentiation(GO:0060644)	16990, 10, 17, 1	99.941	0.0185756288238	0.291041096822	17
locomotor rhythm(GO:0045475)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of Rho protein signal transduction(GO:0035023)	16990, 123, 139, 1	0.994	0.647000126822	1.0	139
inner ear morphogenesis(GO:0042472)	16990, 28, 57, 1	10.645	0.146766602131	0.618404246892	57
odontogenesis of dentin-containing tooth(GO:0042475)	16990, 151, 71, 1	1.585	0.470174070514	1.0	71
middle ear morphogenesis(GO:0042474)	16990, 28, 20, 1	30.339	0.0416881065888	0.40023910717	20
regulation of cell projection size(GO:0032536)	16990, 0, 13, 0	0.0	1.0	1.0	13
odontogenesis(GO:0042476)	16990, 151, 101, 1	1.114	0.595231852372	1.0	101
regulation of endothelial cell migration(GO:0010594)	16990, 99, 151, 1	1.137	0.623604959017	1.0	151
lipid storage(GO:0019915)	16990, 127, 26, 1	5.145	0.177994115589	0.672546501166	26
regulation of interleukin-1 secretion(GO:0050704)	16990, 7, 50, 3	145.629	3.18725898629e-06	0.000806879774949	50
regulation of cell cycle G2/M phase transition(GO:1902749)	16990, 0, 167, 0	0.0	1.0	1.0	167
adaptive immune response(GO:0002250)	16990, 89, 218, 4	3.503	0.0863960078414	0.514950183045	218
activation of immune response(GO:0002253)	16990, 78, 423, 9	4.634	0.000764465889804	0.0504672834193	423
immune effector process(GO:0002252)	16990, 141, 918, 24	3.15	5.02023405164e-06	0.00104988372993	918
positive regulation of lamellipodium organization(GO:1902745)	16990, 0, 28, 0	0.0	1.0	1.0	28
positive regulation of endothelial cell migration(GO:0010595)	16990, 0, 95, 0	0.0	1.0	1.0	95
regulation of lamellipodium organization(GO:1902743)	16990, 0, 45, 0	0.0	1.0	1.0	45
apoptotic process involved in development(GO:1902742)	16990, 0, 26, 0	0.0	1.0	1.0	26
synaptic vesicle transport along microtubule(GO:0099517)	16990, 51, 16, 1	20.821	0.0509434151167	0.428021335662	16
nuclear transport(GO:0051169)	16990, 61, 242, 1	1.151	0.711073236603	1.0	242
nuclear export(GO:0051168)	16990, 61, 154, 1	1.809	0.545641024604	1.0	154
hemostasis(GO:0007599)	16990, 76, 174, 2	2.57	0.328882118035	0.944022582301	174
regulation of T-helper 1 type immune response(GO:0002825)	16990, 0, 27, 0	0.0	1.0	1.0	27
regulation of RNA binding(GO:1905214)	16990, 0, 12, 0	0.0	1.0	1.0	12
lactation(GO:0007595)	16990, 127, 44, 1	3.04	0.283085003698	0.868154678542	44
regulation of extrinsic apoptotic signaling pathway via death domain receptors(GO:1902041)	16990, 124, 56, 3	7.34	0.0194406985771	0.294174411632	56
blood coagulation, intrinsic pathway(GO:0007597)	16990, 0, 17, 0	0.0	1.0	1.0	17
transmission of nerve impulse(GO:0019226)	16990, 0, 19, 0	0.0	1.0	1.0	19
vesicle cytoskeletal trafficking(GO:0099518)	16990, 51, 49, 1	6.799	0.168025310352	0.659756524729	49
somatic stem cell division(GO:0048103)	16990, 105, 18, 1	8.989	0.106732525518	0.548438392825	18
skeletal system development(GO:0001501)	16990, 0, 171, 0	0.0	1.0	1.0	171
response to magnesium ion(GO:0032026)	16990, 0, 19, 0	0.0	1.0	1.0	19
neurotransmitter uptake(GO:0001504)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of neurotransmitter levels(GO:0001505)	16990, 150, 302, 8	3.0	0.0211036122895	0.308409332532	302
response to zinc ion(GO:0010043)	16990, 0, 56, 0	0.0	1.0	1.0	56
response to manganese ion(GO:0010042)	16990, 0, 19, 0	0.0	1.0	1.0	19
protein K48-linked ubiquitination(GO:0070936)	16990, 58, 52, 2	11.267	0.0313140318579	0.357449449841	52
response to leptin(GO:0044321)	16990, 0, 16, 0	0.0	1.0	1.0	16
cytokine-mediated signaling pathway(GO:0019221)	16990, 19, 610, 12	17.591	1.96493167825e-12	4.72566068619e-09	610
positive regulation of endothelial cell chemotaxis(GO:2001028)	16990, 0, 15, 0	0.0	1.0	1.0	15
mesenchymal cell development(GO:0014031)	16990, 0, 28, 0	0.0	1.0	1.0	28
mitochondrial genome maintenance(GO:0000002)	16990, 0, 12, 0	0.0	1.0	1.0	12
reproduction(GO:0000003)	16990, 0, 13, 0	0.0	1.0	1.0	13
peptidyl-arginine methylation(GO:0018216)	16990, 0, 16, 0	0.0	1.0	1.0	16
antibacterial humoral response(GO:0019731)	16990, 77, 32, 1	6.895	0.143432157412	0.612634295489	32
peptidyl-tyrosine modification(GO:0018212)	16990, 0, 191, 0	0.0	1.0	1.0	191
Golgi ribbon formation(GO:0090161)	16990, 0, 12, 0	0.0	1.0	1.0	12
peptidyl-threonine modification(GO:0018210)	16990, 0, 75, 0	0.0	1.0	1.0	75
regulation of organelle organization(GO:0033043)	16990, 23, 1267, 3	1.749	0.595196469997	1.0	1267
presynaptic modulation of chemical synaptic transmission(GO:0099171)	16990, 0, 14, 0	0.0	1.0	1.0	14
presynapse organization(GO:0099172)	16990, 51, 15, 1	22.209	0.0476006160351	0.417520979865	15
postsynapse organization(GO:0099173)	16990, 33, 41, 1	12.557	0.108609138996	0.548997873405	41
regulation of presynapse organization(GO:0099174)	16990, 0, 30, 0	0.0	1.0	1.0	30
regulation of postsynapse organization(GO:0099175)	16990, 13, 96, 1	13.614	0.140916064338	0.605088872291	96
protein localization to microtubule organizing center(GO:1905508)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of trans-synaptic signaling(GO:0099177)	16990, 140, 426, 8	2.279	0.0834098867781	0.50785007013	426
N-terminal protein amino acid acetylation(GO:0006474)	16990, 0, 16, 0	0.0	1.0	1.0	16
genitalia development(GO:0048806)	16990, 0, 38, 0	0.0	1.0	1.0	38
acute inflammatory response(GO:0002526)	16990, 121, 64, 2	4.388	0.128599720896	0.579510858594	64
cyclic nucleotide biosynthetic process(GO:0009190)	16990, 0, 25, 0	0.0	1.0	1.0	25
negative regulation of muscle tissue development(GO:1901862)	16990, 0, 49, 0	0.0	1.0	1.0	49
T cell lineage commitment(GO:0002360)	16990, 0, 20, 0	0.0	1.0	1.0	20
centrosome duplication(GO:0051298)	16990, 0, 15, 0	0.0	1.0	1.0	15
outflow tract morphogenesis(GO:0003151)	16990, 28, 46, 1	13.191	0.115629364068	0.554513700067	46
establishment of spindle orientation(GO:0051294)	16990, 0, 29, 0	0.0	1.0	1.0	29
protein-DNA complex assembly(GO:0065004)	16990, 115, 190, 4	3.11	0.108834272661	0.548997873405	190
protein heterooligomerization(GO:0051291)	16990, 0, 113, 0	0.0	1.0	1.0	113
protein heterotetramerization(GO:0051290)	16990, 0, 32, 0	0.0	1.0	1.0	32
spinal cord development(GO:0021510)	16990, 0, 32, 0	0.0	1.0	1.0	32
germ cell development(GO:0007281)	16990, 105, 144, 3	3.371	0.138688475345	0.602204418731	144
regulation of cell activation(GO:0050865)	16990, 134, 527, 7	1.684	0.336951041353	0.955330114327	527
spermatid development(GO:0007286)	16990, 86, 77, 2	5.131	0.109223600845	0.548997873405	77
sperm axoneme assembly(GO:0007288)	16990, 0, 12, 0	0.0	1.0	1.0	12
protein localization to cell junction(GO:1902414)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of protein localization to chromosome, telomeric region(GO:1904814)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of synaptic transmission, dopaminergic(GO:0032225)	16990, 123, 16, 2	17.266	0.010945184501	0.242609849999	16
replacement ossification(GO:0036075)	16990, 0, 27, 0	0.0	1.0	1.0	27
response to biotic stimulus(GO:0009607)	16990, 135, 857, 27	3.965	7.20945544507e-09	4.95392581297e-06	857
cyclooxygenase pathway(GO:0019371)	16990, 0, 11, 0	0.0	1.0	1.0	11
response to external stimulus(GO:0009605)	16990, 135, 1464, 36	3.095	6.18557861432e-09	4.95392581297e-06	1464
adherens junction organization(GO:0034332)	16990, 0, 81, 0	0.0	1.0	1.0	81
resolution of meiotic recombination intermediates(GO:0000712)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of synaptic transmission, GABAergic(GO:0032228)	16990, 0, 32, 0	0.0	1.0	1.0	32
regulation of B cell activation(GO:0050864)	16990, 78, 118, 1	1.846	0.477296924661	1.0	118
ovulation cycle(GO:0042698)	16990, 0, 23, 0	0.0	1.0	1.0	23
wound healing(GO:0042060)	16990, 0, 81, 0	0.0	1.0	1.0	81
muscle cell differentiation(GO:0042692)	16990, 73, 75, 3	9.31	0.00970339785963	0.226569629635	75
negative regulation of lipid catabolic process(GO:0050995)	16990, 0, 22, 0	0.0	1.0	1.0	22
pentose metabolic process(GO:0019321)	16990, 0, 15, 0	0.0	1.0	1.0	15
hexose catabolic process(GO:0019320)	16990, 120, 50, 1	2.832	0.301955230209	0.898765258233	50
peptide cross-linking(GO:0018149)	16990, 0, 59, 0	0.0	1.0	1.0	59
regulation of skeletal muscle contraction(GO:0014819)	16990, 0, 14, 0	0.0	1.0	1.0	14
low-density lipoprotein receptor particle metabolic process(GO:0032799)	16990, 0, 11, 0	0.0	1.0	1.0	11
chaperone-mediated protein complex assembly(GO:0051131)	16990, 0, 18, 0	0.0	1.0	1.0	18
adipose tissue development(GO:0060612)	16990, 146, 35, 2	6.65	0.0624510739327	0.463339158114	35
histone H3-K4 methylation(GO:0051568)	16990, 0, 36, 0	0.0	1.0	1.0	36
positive regulation of CREB transcription factor activity(GO:0032793)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of natural killer cell differentiation(GO:0032823)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of neurotransmitter uptake(GO:0051580)	16990, 123, 20, 2	13.813	0.0163261872862	0.288709414878	20
regulation of membrane permeability(GO:0090559)	16990, 23, 75, 1	9.849	0.159617394171	0.647903449019	75
response to monoamine(GO:0071867)	16990, 22, 38, 1	20.323	0.0815878434364	0.505788288084	38
negative regulation of neurotransmitter transport(GO:0051589)	16990, 150, 23, 1	4.925	0.184623871593	0.686482891247	23
regulation of neurotransmitter transport(GO:0051588)	16990, 150, 144, 5	3.933	0.0318160554807	0.360082886734	144
establishment of endothelial intestinal barrier(GO:0090557)	16990, 64, 14, 1	18.962	0.0537992591416	0.432010745361	14
autophagosome organization(GO:1905037)	16990, 92, 62, 1	2.979	0.301791359048	0.898765258233	62
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000479)	16990, 0, 11, 0	0.0	1.0	1.0	11
carbohydrate derivative transport(GO:1901264)	16990, 149, 69, 2	3.305	0.194377955683	0.706935346639	69
regulation of lamellipodium morphogenesis(GO:2000392)	16990, 0, 11, 0	0.0	1.0	1.0	11
alpha-linolenic acid metabolic process(GO:0036109)	16990, 0, 13, 0	0.0	1.0	1.0	13
endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888)	16990, 0, 196, 0	0.0	1.0	1.0	196
negative regulation of hydrolase activity(GO:0051346)	16990, 5, 441, 1	7.705	0.326165075357	0.938491200362	441
positive regulation of hydrolase activity(GO:0051345)	16990, 136, 753, 13	2.157	0.036647625767	0.381951345434	753
cell volume homeostasis(GO:0006884)	16990, 0, 28, 0	0.0	1.0	1.0	28
regulation of pH(GO:0006885)	16990, 51, 84, 1	3.966	0.295576156552	0.889061186658	84
intracellular protein transport(GO:0006886)	16990, 140, 860, 8	1.129	0.741416125312	1.0	860
exocytosis(GO:0006887)	16990, 154, 737, 14	2.096	0.0356297837658	0.379476549239	737
negative regulation of cell activation(GO:0050866)	16990, 130, 184, 2	1.421	0.546630602284	1.0	184
positive regulation of endothelial cell proliferation(GO:0001938)	16990, 122, 92, 1	1.514	0.492371815211	1.0	92
carbohydrate transport(GO:0008643)	16990, 26, 74, 1	8.831	0.174223266183	0.666147782465	74
regulation of lymphocyte migration(GO:2000401)	16990, 128, 59, 2	4.499	0.121066817759	0.562639027459	59
negative regulation of lymphocyte migration(GO:2000402)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of lymphocyte migration(GO:2000403)	16990, 128, 36, 2	7.374	0.0530955452826	0.429643093324	36
regulation of T cell migration(GO:2000404)	16990, 128, 41, 2	6.475	0.0671042034409	0.471623039934	41
positive regulation of T cell migration(GO:2000406)	16990, 128, 30, 2	8.849	0.038548734691	0.386096403605	30
regulation of establishment of protein localization to chromosome(GO:0070202)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of establishment of protein localization(GO:0070201)	16990, 23, 706, 7	7.324	0.000214319303311	0.0229503546258	706
positive regulation of reactive oxygen species metabolic process(GO:2000379)	16990, 76, 90, 2	4.968	0.121014480765	0.562639027459	90
protein homotrimerization(GO:0070207)	16990, 0, 32, 0	0.0	1.0	1.0	32
protein trimerization(GO:0070206)	16990, 0, 54, 0	0.0	1.0	1.0	54
negative regulation of endocytosis(GO:0045806)	16990, 140, 42, 3	8.668	0.0130677392325	0.265677140528	42
protein heterotrimerization(GO:0070208)	16990, 0, 13, 0	0.0	1.0	1.0	13
neuropeptide signaling pathway(GO:0007218)	16990, 136, 104, 2	2.402	0.300634061164	0.897053247021	104
cell cycle arrest(GO:0007050)	16990, 10, 152, 1	11.178	0.184679596938	0.686482891247	152
Rab protein signal transduction(GO:0032482)	16990, 76, 69, 1	3.24	0.296142754727	0.889723079473	69
positive regulation of type I interferon production(GO:0032481)	16990, 123, 66, 1	2.093	0.385539294238	1.0	66
negative regulation of type I interferon production(GO:0032480)	16990, 37, 44, 1	10.436	0.125197045	0.572431355941	44
inositol trisphosphate metabolic process(GO:0032957)	16990, 0, 18, 0	0.0	1.0	1.0	18
intrinsic apoptotic signaling pathway in response to DNA damage(GO:0008630)	16990, 137, 68, 1	1.824	0.425202930598	1.0	68
cellular response to electrical stimulus(GO:0071257)	16990, 0, 12, 0	0.0	1.0	1.0	12
inositol phosphate biosynthetic process(GO:0032958)	16990, 0, 27, 0	0.0	1.0	1.0	27
cerebellum development(GO:0021549)	16990, 22, 45, 1	17.162	0.0965176477524	0.527421085776	45
leukocyte migration involved in inflammatory response(GO:0002523)	16990, 121, 12, 1	11.701	0.082440336353	0.505788288084	12
leukocyte differentiation(GO:0002521)	16990, 2, 280, 1	30.339	0.10931683502	0.548997873405	280
RNA metabolic process(GO:0016070)	16990, 40, 1581, 4	1.075	0.861490598527	1.0	1581
mRNA metabolic process(GO:0016071)	16990, 40, 634, 2	1.34	0.731688908382	1.0	634
rRNA metabolic process(GO:0016072)	16990, 0, 223, 0	0.0	1.0	1.0	223
snRNA metabolic process(GO:0016073)	16990, 0, 99, 0	0.0	1.0	1.0	99
snoRNA metabolic process(GO:0016074)	16990, 0, 18, 0	0.0	1.0	1.0	18
rRNA catabolic process(GO:0016075)	16990, 0, 19, 0	0.0	1.0	1.0	19
synaptic vesicle exocytosis(GO:0016079)	16990, 140, 33, 2	7.355	0.0525856447804	0.428658131331	33
nucleotide-sugar transmembrane transport(GO:0015780)	16990, 0, 14, 0	0.0	1.0	1.0	14
glyceraldehyde-3-phosphate metabolic process(GO:0019682)	16990, 0, 19, 0	0.0	1.0	1.0	19
response to testosterone(GO:0033574)	16990, 0, 40, 0	0.0	1.0	1.0	40
response to acidic pH(GO:0010447)	16990, 0, 22, 0	0.0	1.0	1.0	22
cellular response to xenobiotic stimulus(GO:0071466)	16990, 65, 57, 2	9.171	0.0446889369085	0.410004092167	57
cellular response to pH(GO:0071467)	16990, 0, 21, 0	0.0	1.0	1.0	21
transferrin transport(GO:0033572)	16990, 0, 36, 0	0.0	1.0	1.0	36
aorta development(GO:0035904)	16990, 0, 20, 0	0.0	1.0	1.0	20
negative regulation of TOR signaling(GO:0032007)	16990, 0, 46, 0	0.0	1.0	1.0	46
regulation of TOR signaling(GO:0032006)	16990, 0, 95, 0	0.0	1.0	1.0	95
aorta morphogenesis(GO:0035909)	16990, 28, 22, 2	55.162	0.00111805376736	0.0625330072212	22
cellular response to acidic pH(GO:0071468)	16990, 0, 11, 0	0.0	1.0	1.0	11
serotonin receptor signaling pathway(GO:0007210)	16990, 0, 38, 0	0.0	1.0	1.0	38
response to amino acid starvation(GO:1990928)	16990, 43, 48, 1	8.232	0.149600523133	0.623490381026	48
positive regulation of cellular amide metabolic process(GO:0034250)	16990, 128, 138, 2	1.924	0.399874844004	1.0	138
histone H2A monoubiquitination(GO:0035518)	16990, 0, 18, 0	0.0	1.0	1.0	18
positive regulation of fatty acid metabolic process(GO:0045923)	16990, 145, 32, 3	10.985	0.00622676165401	0.181519536702	32
cell migration involved in gastrulation(GO:0042074)	16990, 0, 13, 0	0.0	1.0	1.0	13
ribonucleoside catabolic process(GO:0042454)	16990, 0, 22, 0	0.0	1.0	1.0	22
tumor necrosis factor-mediated signaling pathway(GO:0033209)	16990, 4, 73, 1	58.185	0.0422398170283	0.400629705494	73
negative regulation of B cell proliferation(GO:0030889)	16990, 78, 15, 1	14.521	0.0686014191334	0.472740438441	15
cellular response to inorganic substance(GO:0071241)	16990, 2, 207, 1	41.039	0.0777421012668	0.4960170355	207
cellular response to ammonium ion(GO:0071242)	16990, 0, 39, 0	0.0	1.0	1.0	39
cellular response to arsenic-containing substance(GO:0071243)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of cellular protein localization(GO:1903827)	16990, 23, 507, 3	4.371	0.120911802625	0.562639027459	507
organic acid transmembrane transport(GO:1903825)	16990, 0, 118, 0	0.0	1.0	1.0	118
positive regulation of exocytosis(GO:0045921)	16990, 124, 84, 2	3.262	0.201080314309	0.719105064553	84
erythrocyte maturation(GO:0043249)	16990, 0, 14, 0	0.0	1.0	1.0	14
proteasome assembly(GO:0043248)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of neuroinflammatory response(GO:0150077)	16990, 0, 25, 0	0.0	1.0	1.0	25
positive regulation of mitotic cell cycle phase transition(GO:1901992)	16990, 0, 78, 0	0.0	1.0	1.0	78
response to calcium ion(GO:0051592)	16990, 127, 148, 1	0.904	0.679810903977	1.0	148
regulation of protein complex disassembly(GO:0043244)	16990, 68, 110, 1	2.271	0.426848950239	1.0	110
toxin transport(GO:1901998)	16990, 0, 39, 0	0.0	1.0	1.0	39
positive regulation of protein complex disassembly(GO:0043243)	16990, 0, 36, 0	0.0	1.0	1.0	36
negative regulation of protein complex disassembly(GO:0043242)	16990, 0, 67, 0	0.0	1.0	1.0	67
vascular endothelial growth factor signaling pathway(GO:0038084)	16990, 0, 20, 0	0.0	1.0	1.0	20
epithelial cell apoptotic process(GO:1904019)	16990, 0, 27, 0	0.0	1.0	1.0	27
positive regulation of vasculature development(GO:1904018)	16990, 64, 178, 2	2.983	0.276624243531	0.856638391928	178
glutathione derivative metabolic process(GO:1901685)	16990, 0, 22, 0	0.0	1.0	1.0	22
establishment or maintenance of cytoskeleton polarity(GO:0030952)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of osteoblast proliferation(GO:0033688)	16990, 0, 21, 0	0.0	1.0	1.0	21
positive regulation of ruffle assembly(GO:1900029)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of substrate adhesion-dependent cell spreading(GO:1900026)	16990, 0, 35, 0	0.0	1.0	1.0	35
regulation of ruffle assembly(GO:1900027)	16990, 127, 30, 1	4.459	0.202545207409	0.721280895267	30
regulation of substrate adhesion-dependent cell spreading(GO:1900024)	16990, 18, 50, 1	18.878	0.0894658134087	0.520395972436	50
negative regulation of substrate adhesion-dependent cell spreading(GO:1900025)	16990, 18, 13, 1	72.607	0.0183185125514	0.291041096822	13
nucleotide-excision repair, DNA incision(GO:0033683)	16990, 0, 40, 0	0.0	1.0	1.0	40
convergent extension(GO:0060026)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of chondrocyte differentiation(GO:0032332)	16990, 0, 21, 0	0.0	1.0	1.0	21
hyaluronan catabolic process(GO:0030214)	16990, 0, 16, 0	0.0	1.0	1.0	16
cell projection assembly(GO:0030031)	16990, 74, 314, 2	1.462	0.610966347332	1.0	314
small nucleolar ribonucleoprotein complex assembly(GO:0000491)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of lymphocyte differentiation(GO:0045620)	16990, 78, 49, 1	4.445	0.218435317881	0.751493415716	49
negative regulation of T-helper cell differentiation(GO:0045623)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of T-helper cell differentiation(GO:0045622)	16990, 0, 34, 0	0.0	1.0	1.0	34
positive regulation of T-helper cell differentiation(GO:0045624)	16990, 0, 21, 0	0.0	1.0	1.0	21
negative regulation of multi-organism process(GO:0043901)	16990, 128, 170, 5	3.904	0.0257972842309	0.336120564054	170
heterochromatin organization(GO:0070828)	16990, 0, 14, 0	0.0	1.0	1.0	14
detection of mechanical stimulus involved in sensory perception(GO:0050974)	16990, 0, 28, 0	0.0	1.0	1.0	28
tube morphogenesis(GO:0035239)	16990, 99, 262, 5	3.275	0.0650474180298	0.468401833696	262
melanocyte differentiation(GO:0030318)	16990, 76, 19, 1	11.766	0.0848296190606	0.510676430139	19
positive regulation of protein binding(GO:0032092)	16990, 127, 93, 4	5.754	0.0123520741279	0.257201197209	93
ionotropic glutamate receptor signaling pathway(GO:0035235)	16990, 0, 25, 0	0.0	1.0	1.0	25
negative regulation of cell development(GO:0010721)	16990, 64, 319, 5	4.161	0.0272646385308	0.338870571921	319
extrinsic apoptotic signaling pathway(GO:0097191)	16990, 19, 93, 1	9.615	0.172568484541	0.663351740117	93
cellular carbohydrate biosynthetic process(GO:0034637)	16990, 113, 56, 2	5.37	0.0921298022981	0.526916267298	56
regulation of cytokine secretion involved in immune response(GO:0002739)	16990, 0, 16, 0	0.0	1.0	1.0	16
